round,params,score,analysis_time,timestamp,is_initial,composite_score,ecrf
1,"[50, 2, 1.0, 80, 0, 3.0, 250, 30]",0.4,118.66666666666666,2026-03-05T10:38:10.166622,True,0.37818271604938275,0.4
2,"[55, 2, 1.8, 100, 0, 4.0, 250, 30]",0.5,94.5,2026-03-05T10:38:12.867547,True,0.43155,0.5037207792207793
3,"[45, 4, 0.6000000000000001, 70, 2, 2.0, 250, 30]",0.6,167.66666666666666,2026-03-05T10:38:15.434052,True,0.5930641975308641,0.600025974025974
